,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
37240,heffndo01,1937,60,23,6,5,0,21.0,1.0,4.0,19,19.0,0.0,0.0,1.0,0.0,0.0,2B,0.24875621890547264
37241,heffndo01,1938,141,47,23,3,2,69.0,1.0,1.0,65,53.0,0.0,4.0,12.0,0.0,0.0,2B,0.2452431289640592
37242,heffndo01,1939,110,45,10,2,1,35.0,1.0,7.0,48,39.0,0.0,0.0,11.0,0.0,11.0,2B,0.26666666666666666
37243,heffndo01,1940,126,52,23,2,3,53.0,5.0,5.0,39,37.0,0.0,2.0,2.0,0.0,9.0,2B,0.23613963039014374
37244,heffndo01,1941,110,48,14,2,0,17.0,5.0,6.0,38,27.0,0.0,2.0,7.0,0.0,3.0,2B,0.23308270676691728
37246,heffndo01,1943,70,19,7,0,0,10.0,3.0,2.0,20,14.0,0.0,1.0,3.0,0.0,5.0,2B,0.1943127962085308
37254,heganji01,1942,68,10,5,0,0,11.0,1.0,3.0,11,31.0,0.0,0.0,3.0,0.0,3.0,C,0.19411764705882353
37255,heganji01,1946,88,29,11,5,0,17.0,1.0,4.0,17,44.0,0.0,1.0,3.0,0.0,8.0,C,0.23616236162361623
37256,heganji01,1947,135,38,14,5,4,42.0,3.0,1.0,41,49.0,0.0,1.0,6.0,0.0,8.0,C,0.24867724867724866
37257,heganji01,1948,144,60,21,6,14,61.0,6.0,3.0,48,74.0,0.0,0.0,4.0,0.0,10.0,C,0.2478813559322034
37258,heganji01,1949,152,54,19,5,8,55.0,1.0,0.0,49,89.0,0.0,0.0,12.0,0.0,12.0,C,0.22435897435897437
37259,heganji01,1950,131,53,16,5,14,58.0,1.0,0.0,42,52.0,0.0,0.0,12.0,0.0,11.0,C,0.21927710843373494
37260,heganji01,1951,133,60,17,5,6,43.0,0.0,3.0,38,72.0,0.0,0.0,3.0,0.0,6.0,C,0.23798076923076922
37272,heganmi01,1967,68,12,4,1,1,3.0,7.0,1.0,20,40.0,1.0,1.0,1.0,0.0,1.0,1B,0.13559322033898305
37273,heganmi01,1969,95,54,9,6,8,37.0,6.0,5.0,62,61.0,1.0,1.0,3.0,0.0,1.0,1B,0.29213483146067415
37274,heganmi01,1970,148,70,21,2,11,52.0,9.0,7.0,67,116.0,3.0,1.0,8.0,4.0,9.0,1B,0.24369747899159663
37275,heganmi01,1971,111,24,7,1,4,14.0,2.0,1.0,31,32.0,2.0,0.0,6.0,1.0,2.0,1B,0.22598870056497175
37277,heganmi01,1973,112,20,5,2,7,19.0,0.0,0.0,12,51.0,2.0,0.0,5.0,1.0,3.0,1B,0.24257425742574257
37278,heganmi01,1974,107,24,9,1,9,41.0,1.0,5.0,38,43.0,4.0,2.0,3.0,2.0,3.0,1B,0.2345679012345679
37279,heganmi01,1975,93,19,11,0,5,22.0,1.0,1.0,31,42.0,3.0,0.0,0.0,2.0,3.0,1B,0.2512315270935961
37311,heilmha01,1914,69,25,8,1,2,18.0,1.0,8.0,22,29.0,0.0,2.0,12.0,0.0,0.0,OF,0.22527472527472528
37312,heilmha01,1916,136,57,30,11,2,73.0,9.0,0.0,42,40.0,0.0,5.0,15.0,0.0,0.0,OF,0.28159645232815966
37313,heilmha01,1917,150,57,22,11,5,86.0,11.0,0.0,41,54.0,0.0,3.0,19.0,0.0,0.0,OF,0.2805755395683453
37314,heilmha01,1918,79,34,10,6,5,39.0,13.0,0.0,35,10.0,0.0,2.0,8.0,0.0,0.0,OF,0.2762237762237762
37315,heilmha01,1919,140,74,30,15,8,93.0,7.0,0.0,37,41.0,0.0,2.0,18.0,0.0,0.0,OF,0.3202979515828678
37316,heilmha01,1920,145,66,28,5,9,89.0,3.0,7.0,39,32.0,0.0,2.0,18.0,0.0,0.0,OF,0.30939226519337015
37317,heilmha01,1921,149,114,43,14,19,139.0,2.0,6.0,53,37.0,0.0,2.0,15.0,0.0,0.0,OF,0.39368770764119604
37401,heldwo01,1957,93,48,14,3,20,50.0,4.0,0.0,37,81.0,1.0,3.0,3.0,2.0,6.0,OF,0.23853211009174313
37402,heldwo01,1958,114,25,6,1,7,33.0,1.0,3.0,25,64.0,0.0,6.0,3.0,4.0,9.0,OF,0.20363636363636364
37403,heldwo01,1959,143,82,19,3,29,71.0,1.0,2.0,46,118.0,1.0,2.0,2.0,2.0,12.0,OF,0.25142857142857145
37404,heldwo01,1960,109,45,15,1,21,67.0,0.0,1.0,44,73.0,5.0,5.0,3.0,2.0,5.0,OF,0.2579787234042553
37405,heldwo01,1961,146,67,23,5,23,78.0,0.0,0.0,69,111.0,11.0,3.0,3.0,6.0,14.0,OF,0.26719056974459726
37406,heldwo01,1962,139,55,12,2,19,58.0,5.0,1.0,73,107.0,5.0,11.0,3.0,2.0,13.0,OF,0.24892703862660945
37407,heldwo01,1963,133,61,19,4,17,61.0,2.0,2.0,61,96.0,10.0,8.0,4.0,4.0,9.0,OF,0.24759615384615385
37449,helmsto01,1966,138,72,23,1,9,49.0,3.0,4.0,24,31.0,2.0,2.0,7.0,3.0,16.0,2B,0.28413284132841327
37450,helmsto01,1967,137,40,27,4,2,35.0,5.0,10.0,24,41.0,8.0,0.0,5.0,4.0,11.0,2B,0.27364185110663986
37451,helmsto01,1968,127,35,28,2,2,47.0,5.0,6.0,12,27.0,6.0,2.0,2.0,3.0,8.0,2B,0.2879684418145957
37452,helmsto01,1969,126,38,18,1,1,40.0,4.0,6.0,18,33.0,5.0,1.0,8.0,1.0,20.0,2B,0.26875
37453,helmsto01,1970,150,42,21,1,1,45.0,2.0,2.0,21,33.0,4.0,0.0,5.0,4.0,18.0,2B,0.23652173913043478
37454,helmsto01,1971,150,40,26,1,3,52.0,3.0,4.0,26,33.0,5.0,1.0,7.0,7.0,17.0,2B,0.2577696526508227
37455,helmsto01,1972,139,45,20,5,5,60.0,4.0,3.0,24,27.0,8.0,4.0,3.0,10.0,8.0,2B,0.25868725868725867
37463,helmswe01,2001,100,28,10,3,10,36.0,1.0,1.0,21,56.0,2.0,1.0,0.0,1.0,3.0,3B,0.2222222222222222
37464,helmswe01,2002,85,20,16,0,6,22.0,1.0,1.0,11,57.0,2.0,3.0,1.0,6.0,5.0,3B,0.24285714285714285
37465,helmswe01,2003,134,56,21,0,23,67.0,0.0,1.0,43,131.0,3.0,10.0,0.0,7.0,10.0,3B,0.2605042016806723
37466,helmswe01,2004,92,24,13,1,4,28.0,0.0,1.0,24,60.0,1.0,5.0,1.0,2.0,10.0,3B,0.26277372262773724
37467,helmswe01,2005,95,18,13,1,4,24.0,0.0,1.0,14,30.0,0.0,3.0,0.0,3.0,7.0,3B,0.2976190476190476
37468,helmswe01,2006,140,30,19,5,10,47.0,0.0,4.0,21,55.0,1.0,6.0,6.0,5.0,7.0,3B,0.32916666666666666
37469,helmswe01,2007,112,21,19,0,5,39.0,0.0,0.0,19,62.0,2.0,3.0,2.0,4.0,10.0,3B,0.24642857142857144
37475,heltoto01,1998,152,78,37,1,25,97.0,3.0,3.0,53,54.0,5.0,6.0,1.0,5.0,15.0,1B,0.3150943396226415
37476,heltoto01,1999,159,114,39,5,35,113.0,7.0,6.0,68,77.0,6.0,6.0,0.0,4.0,14.0,1B,0.32006920415224915
37477,heltoto01,2000,160,138,59,2,42,147.0,5.0,3.0,103,61.0,22.0,4.0,0.0,10.0,12.0,1B,0.3724137931034483
37478,heltoto01,2001,159,132,54,2,49,146.0,7.0,5.0,98,104.0,15.0,5.0,1.0,5.0,14.0,1B,0.33560477001703576
37479,heltoto01,2002,156,107,39,4,30,109.0,5.0,1.0,99,91.0,21.0,5.0,0.0,10.0,10.0,1B,0.3291139240506329
37480,heltoto01,2003,160,135,49,5,33,117.0,0.0,4.0,111,72.0,21.0,2.0,0.0,7.0,19.0,1B,0.3584905660377358
37481,heltoto01,2004,154,115,49,2,32,96.0,3.0,0.0,127,72.0,19.0,3.0,0.0,6.0,12.0,1B,0.3473491773308958
37520,hemphch01,1899,66,27,3,5,3,26.0,3.0,0.0,12,14.0,0.0,2.0,1.0,0.0,0.0,OF,0.2719665271966527
37521,hemphch01,1901,136,71,10,10,3,62.0,11.0,0.0,39,0.0,0.0,2.0,9.0,0.0,0.0,OF,0.26055045871559634
37522,hemphch01,1902,128,81,16,11,6,69.0,27.0,0.0,49,0.0,0.0,0.0,6.0,0.0,0.0,OF,0.307843137254902
37523,hemphch01,1903,105,36,6,3,3,29.0,16.0,0.0,23,0.0,0.0,2.0,7.0,0.0,0.0,OF,0.2454308093994778
37524,hemphch01,1904,114,47,13,2,2,45.0,23.0,0.0,35,0.0,0.0,0.0,10.0,0.0,0.0,OF,0.2557077625570776
37525,hemphch01,1906,154,90,19,12,4,62.0,33.0,0.0,43,0.0,0.0,0.0,18.0,0.0,0.0,OF,0.28888888888888886
37526,hemphch01,1907,153,66,20,9,0,38.0,14.0,0.0,51,0.0,0.0,2.0,19.0,0.0,0.0,OF,0.25870646766169153
37533,hemslro01,1928,50,14,2,3,0,18.0,1.0,0.0,4,10.0,0.0,0.0,3.0,0.0,0.0,C,0.2706766917293233
37534,hemslro01,1929,88,31,13,7,0,37.0,1.0,0.0,11,22.0,0.0,0.0,9.0,0.0,0.0,C,0.28936170212765955
37535,hemslro01,1930,104,45,19,6,2,45.0,3.0,0.0,22,21.0,0.0,0.0,10.0,0.0,0.0,C,0.25308641975308643
37536,hemslro01,1931,76,31,20,4,3,32.0,4.0,0.0,20,33.0,0.0,0.0,3.0,0.0,0.0,C,0.28870292887029286
37537,hemslro01,1932,60,27,10,3,4,20.0,2.0,0.0,10,16.0,0.0,0.0,4.0,0.0,0.0,C,0.23841059602649006
37538,hemslro01,1933,81,16,10,1,1,22.0,0.0,0.0,17,20.0,0.0,0.0,1.0,0.0,6.0,C,0.2132701421800948
37539,hemslro01,1934,123,47,31,7,2,52.0,6.0,2.0,29,37.0,0.0,2.0,11.0,0.0,0.0,C,0.308584686774942
37554,hemusso01,1951,120,68,18,9,2,32.0,7.0,7.0,75,31.0,0.0,4.0,8.0,0.0,6.0,2B,0.28095238095238095
37555,hemusso01,1952,151,105,28,8,15,52.0,1.0,5.0,96,55.0,0.0,20.0,4.0,0.0,11.0,2B,0.26842105263157895
37556,hemusso01,1953,154,110,32,11,14,61.0,2.0,1.0,86,40.0,0.0,12.0,7.0,0.0,10.0,2B,0.27863247863247864
37557,hemusso01,1954,124,43,15,3,2,27.0,5.0,1.0,55,27.0,0.0,5.0,0.0,2.0,1.0,2B,0.3037383177570093
37558,hemusso01,1955,96,36,10,2,5,21.0,1.0,1.0,27,22.0,0.0,2.0,4.0,1.0,2.0,2B,0.24271844660194175
37559,hemusso01,1956,86,25,10,4,5,26.0,1.0,1.0,29,22.0,2.0,8.0,2.0,2.0,6.0,2B,0.2864583333333333
37560,hemusso01,1957,70,8,6,1,0,5.0,1.0,1.0,20,8.0,4.0,2.0,0.0,0.0,8.0,2B,0.18518518518518517
37565,hendeda01,1981,59,17,3,0,6,13.0,2.0,1.0,16,24.0,1.0,1.0,1.0,1.0,4.0,OF,0.16666666666666666
37566,hendeda01,1982,104,47,17,1,14,48.0,2.0,5.0,36,67.0,2.0,0.0,1.0,1.0,5.0,OF,0.25308641975308643
37567,hendeda01,1983,137,50,24,5,17,55.0,9.0,3.0,28,93.0,3.0,1.0,2.0,6.0,5.0,OF,0.26859504132231404
37568,hendeda01,1984,112,42,23,0,14,43.0,5.0,5.0,19,56.0,0.0,2.0,2.0,1.0,4.0,OF,0.28
37569,hendeda01,1985,139,70,28,2,14,68.0,6.0,1.0,48,104.0,2.0,3.0,1.0,2.0,11.0,OF,0.2410358565737052
37570,hendeda01,1986,139,59,22,4,15,47.0,2.0,3.0,39,110.0,4.0,2.0,2.0,1.0,6.0,OF,0.2654639175257732
37571,hendeda01,1987,90,32,12,0,8,26.0,3.0,1.0,30,53.0,0.0,0.0,1.0,2.0,3.0,OF,0.23414634146341465
37595,hendeke01,1967,65,15,3,0,4,14.0,0.0,1.0,19,52.0,0.0,2.0,2.0,1.0,4.0,OF,0.18994413407821228
37597,hendeke01,1969,113,42,14,4,6,44.0,6.0,4.0,42,64.0,2.0,5.0,4.0,4.0,9.0,OF,0.22459893048128343
37598,hendeke01,1970,148,104,35,3,17,88.0,20.0,3.0,87,78.0,9.0,5.0,1.0,2.0,14.0,OF,0.29422382671480146
37599,hendeke01,1971,141,80,26,6,15,65.0,18.0,3.0,84,76.0,12.0,3.0,3.0,4.0,9.0,OF,0.2638888888888889
37600,hendeke01,1972,130,60,21,2,18,51.0,14.0,7.0,38,66.0,6.0,2.0,2.0,3.0,7.0,OF,0.25740318906605925
37601,hendeke01,1973,73,32,13,0,6,32.0,3.0,4.0,27,49.0,2.0,1.0,0.0,1.0,10.0,OF,0.2595419847328244
37602,hendeke01,1974,162,76,35,5,20,95.0,12.0,7.0,66,112.0,9.0,2.0,2.0,8.0,16.0,OF,0.292358803986711
37609,henderi01,1979,89,49,13,3,1,26.0,33.0,11.0,34,39.0,0.0,2.0,8.0,3.0,4.0,OF,0.27350427350427353
37610,henderi01,1980,158,111,22,4,9,53.0,100.0,26.0,117,54.0,7.0,5.0,6.0,3.0,6.0,OF,0.30287648054145516
37611,henderi01,1981,108,89,18,7,6,35.0,56.0,22.0,64,68.0,4.0,2.0,0.0,4.0,7.0,OF,0.3191489361702128
37612,henderi01,1982,149,119,24,4,10,51.0,130.0,42.0,116,94.0,1.0,2.0,0.0,2.0,5.0,OF,0.2667910447761194
37613,henderi01,1983,145,105,25,7,9,48.0,108.0,19.0,103,80.0,8.0,4.0,1.0,1.0,11.0,OF,0.29239766081871343
37614,henderi01,1984,142,113,27,4,16,58.0,66.0,18.0,86,81.0,1.0,5.0,1.0,3.0,7.0,OF,0.29282868525896416
37615,henderi01,1985,143,146,28,5,24,72.0,80.0,10.0,99,65.0,1.0,3.0,0.0,5.0,8.0,OF,0.31444241316270566
37636,hendest01,1977,99,67,16,6,12,65.0,6.0,3.0,43,79.0,2.0,1.0,0.0,4.0,13.0,OF,0.29714285714285715
37637,hendest01,1978,157,83,30,9,10,65.0,13.0,7.0,60,109.0,3.0,2.0,0.0,5.0,24.0,OF,0.2657580919931857
37638,hendest01,1979,98,42,16,8,5,39.0,13.0,5.0,38,58.0,6.0,4.0,1.0,0.0,7.0,OF,0.3057142857142857
37639,hendest01,1980,143,75,17,8,8,58.0,23.0,12.0,62,90.0,3.0,3.0,3.0,3.0,17.0,OF,0.290448343079922
37640,hendest01,1981,82,32,9,5,5,35.0,5.0,7.0,42,61.0,7.0,2.0,2.0,4.0,7.0,OF,0.2926829268292683
37641,hendest01,1982,92,23,12,4,2,29.0,6.0,5.0,22,64.0,3.0,0.0,3.0,1.0,4.0,OF,0.23346303501945526
37642,hendest01,1983,121,50,32,3,10,54.0,10.0,14.0,44,82.0,2.0,0.0,1.0,3.0,9.0,OF,0.29357798165137616
37670,hendrel01,1968,79,19,8,1,7,23.0,0.0,0.0,19,51.0,2.0,1.0,0.0,1.0,4.0,C,0.20218579234972678
37671,hendrel01,1969,105,36,5,0,12,38.0,0.0,1.0,39,44.0,5.0,2.0,0.0,3.0,3.0,C,0.2440677966101695
37672,hendrel01,1970,106,32,9,0,12,41.0,1.0,0.0,33,44.0,4.0,4.0,2.0,4.0,4.0,C,0.2422360248447205
37673,hendrel01,1971,101,33,14,1,9,42.0,0.0,0.0,39,38.0,5.0,2.0,2.0,2.0,9.0,C,0.25
37674,hendrel01,1972,50,13,5,0,2,10.0,0.0,2.0,25,27.0,8.0,0.0,1.0,1.0,2.0,C,0.14173228346456693
37675,hendrel01,1973,41,9,5,1,3,15.0,0.0,0.0,10,22.0,4.0,1.0,1.0,1.0,2.0,C,0.1782178217821782
37676,hendrel01,1974,66,18,8,2,3,8.0,0.0,0.0,17,25.0,4.0,1.0,0.0,3.0,2.0,C,0.20754716981132076
37682,hendrge01,1971,42,8,4,1,0,8.0,0.0,1.0,3,20.0,0.0,0.0,3.0,1.0,6.0,OF,0.23684210526315788
37683,hendrge01,1972,58,10,1,1,4,15.0,3.0,2.0,3,22.0,0.0,1.0,2.0,2.0,3.0,OF,0.18181818181818182
37684,hendrge01,1973,113,64,18,0,21,61.0,7.0,6.0,25,71.0,1.0,2.0,2.0,4.0,9.0,OF,0.2681818181818182
37685,hendrge01,1974,139,65,23,1,19,67.0,6.0,4.0,33,73.0,4.0,1.0,0.0,5.0,17.0,OF,0.2787878787878788
37686,hendrge01,1975,145,82,21,2,24,86.0,6.0,7.0,40,78.0,2.0,0.0,4.0,8.0,25.0,OF,0.25846702317290554
37687,hendrge01,1976,149,72,20,3,25,81.0,4.0,4.0,51,82.0,6.0,0.0,1.0,8.0,16.0,OF,0.26497277676951
37688,hendrge01,1977,152,75,25,2,23,81.0,11.0,6.0,61,74.0,8.0,2.0,1.0,2.0,9.0,OF,0.31053604436229204
37703,hendrha01,1927,128,55,18,11,4,50.0,29.0,0.0,24,40.0,0.0,4.0,9.0,0.0,0.0,OF,0.31004366812227074
37704,hendrha01,1928,126,83,15,10,11,59.0,16.0,0.0,54,34.0,0.0,2.0,12.0,0.0,0.0,OF,0.3176470588235294
37705,hendrha01,1929,110,69,25,6,14,82.0,14.0,0.0,31,20.0,0.0,1.0,8.0,0.0,0.0,OF,0.3541666666666667
37706,hendrha01,1930,68,29,10,1,5,28.0,2.0,0.0,20,19.0,0.0,2.0,3.0,0.0,0.0,OF,0.25748502994011974
37707,hendrha01,1931,138,74,32,9,1,75.0,3.0,0.0,53,40.0,0.0,2.0,8.0,0.0,0.0,OF,0.3145009416195857
37708,hendrha01,1932,122,64,32,3,5,45.0,3.0,0.0,28,38.0,0.0,1.0,6.0,0.0,0.0,OF,0.2936170212765957
37709,hendrha01,1933,69,30,13,3,4,23.0,4.0,0.0,13,17.0,0.0,3.0,3.0,0.0,2.0,OF,0.291005291005291
37769,henlibu01,1921,34,8,2,0,0,8.0,1.0,0.0,2,7.0,0.0,0.0,2.0,0.0,0.0,C,0.30357142857142855
37770,henlibu01,1922,125,57,20,4,14,64.0,2.0,2.0,36,33.0,0.0,8.0,7.0,0.0,0.0,C,0.31627906976744186
37771,henlibu01,1923,111,45,14,3,7,46.0,7.0,5.0,37,33.0,0.0,9.0,5.0,0.0,0.0,C,0.3242424242424242
37772,henlibu01,1924,115,41,18,4,5,35.0,1.0,2.0,27,15.0,0.0,8.0,5.0,0.0,0.0,C,0.2837370242214533
37773,henlibu01,1925,93,43,12,5,8,48.0,3.0,1.0,24,16.0,0.0,8.0,6.0,0.0,0.0,C,0.3041825095057034
37774,henlibu01,1926,99,32,14,1,2,30.0,1.0,0.0,21,18.0,0.0,3.0,13.0,0.0,0.0,C,0.2826855123674912
37775,henlibu01,1927,67,12,10,3,1,18.0,1.0,0.0,17,10.0,0.0,2.0,7.0,0.0,0.0,C,0.2655367231638418
37828,henrito01,1937,67,39,14,5,8,42.0,4.0,0.0,35,17.0,0.0,0.0,1.0,0.0,0.0,OF,0.32038834951456313
37829,henrito01,1938,131,109,24,7,22,91.0,6.0,2.0,92,32.0,0.0,2.0,10.0,0.0,0.0,OF,0.26963906581740976
37830,henrito01,1939,99,64,18,4,9,57.0,7.0,0.0,51,23.0,0.0,1.0,7.0,0.0,4.0,OF,0.276657060518732
37831,henrito01,1940,90,57,28,5,10,53.0,1.0,2.0,48,30.0,0.0,2.0,3.0,0.0,6.0,OF,0.30716723549488056
37832,henrito01,1941,144,106,27,5,31,85.0,3.0,1.0,81,40.0,0.0,5.0,8.0,0.0,6.0,OF,0.27695167286245354
37833,henrito01,1942,127,77,30,5,13,67.0,4.0,4.0,58,42.0,0.0,5.0,9.0,0.0,3.0,OF,0.2670807453416149
37834,henrito01,1946,150,92,25,4,19,83.0,5.0,2.0,87,63.0,0.0,7.0,12.0,0.0,6.0,OF,0.2513274336283186
37904,henryjo02,1911,85,24,5,0,0,21.0,8.0,0.0,25,0.0,0.0,0.0,8.0,0.0,0.0,C,0.20306513409961685
37905,henryjo02,1912,66,23,4,1,0,9.0,10.0,0.0,31,0.0,0.0,1.0,3.0,0.0,0.0,C,0.193717277486911
37906,henryjo02,1913,96,26,8,4,1,26.0,5.0,0.0,30,43.0,0.0,4.0,8.0,0.0,0.0,C,0.22344322344322345
37907,henryjo02,1914,92,22,7,4,0,20.0,7.0,3.0,37,47.0,0.0,1.0,10.0,0.0,0.0,C,0.1685823754789272
37908,henryjo02,1915,95,20,9,2,1,22.0,10.0,2.0,36,28.0,0.0,6.0,9.0,0.0,0.0,C,0.22021660649819494
37909,henryjo02,1916,117,28,12,3,0,46.0,12.0,0.0,49,40.0,0.0,6.0,13.0,0.0,0.0,C,0.24918032786885247
37910,henryjo02,1917,65,10,6,0,0,18.0,1.0,0.0,24,16.0,0.0,2.0,6.0,0.0,0.0,C,0.1901840490797546
38018,hermaba01,1926,137,64,35,11,11,81.0,8.0,0.0,44,53.0,0.0,1.0,13.0,0.0,0.0,OF,0.3185483870967742
38019,hermaba01,1927,130,65,26,9,14,73.0,4.0,0.0,39,41.0,0.0,1.0,14.0,0.0,0.0,OF,0.27184466019417475
38020,hermaba01,1928,134,64,37,6,12,91.0,1.0,0.0,38,36.0,0.0,2.0,16.0,0.0,0.0,OF,0.3395061728395062
38021,hermaba01,1929,146,105,42,13,21,113.0,21.0,0.0,55,45.0,0.0,0.0,13.0,0.0,0.0,OF,0.38137082601054484
38022,hermaba01,1930,153,143,48,11,35,130.0,18.0,0.0,66,56.0,0.0,4.0,15.0,0.0,0.0,OF,0.3925081433224756
38023,hermaba01,1931,151,93,43,16,18,97.0,17.0,0.0,50,65.0,0.0,0.0,1.0,0.0,0.0,OF,0.31311475409836065
38024,hermaba01,1932,148,87,38,19,16,87.0,7.0,0.0,60,45.0,0.0,0.0,5.0,0.0,0.0,OF,0.32582322357019067
38032,hermabi01,1932,154,102,42,7,1,51.0,14.0,0.0,40,33.0,0.0,5.0,22.0,0.0,0.0,2B,0.31402439024390244
38033,hermabi01,1933,153,82,35,2,0,44.0,5.0,0.0,45,34.0,0.0,4.0,13.0,0.0,21.0,2B,0.27948303715670436
38034,hermabi01,1934,113,79,21,6,3,42.0,6.0,0.0,34,31.0,0.0,3.0,8.0,0.0,8.0,2B,0.3026315789473684
38035,hermabi01,1935,154,113,57,6,7,83.0,6.0,0.0,42,29.0,0.0,3.0,24.0,0.0,17.0,2B,0.3408408408408408
38036,hermabi01,1936,153,101,57,7,5,93.0,5.0,0.0,59,30.0,0.0,1.0,17.0,0.0,16.0,2B,0.3338607594936709
38037,hermabi01,1937,138,106,35,11,8,65.0,2.0,0.0,56,22.0,0.0,1.0,11.0,0.0,7.0,2B,0.3351063829787234
38038,hermabi01,1938,152,86,34,7,1,56.0,3.0,0.0,59,31.0,0.0,2.0,11.0,0.0,24.0,2B,0.27724358974358976
38065,hermage01,1946,64,15,2,2,0,8.0,2.0,0.0,17,10.0,0.0,1.0,0.0,0.0,5.0,OF,0.2
38066,hermage01,1947,79,36,7,1,7,39.0,5.0,0.0,28,7.0,0.0,3.0,5.0,0.0,3.0,OF,0.2751322751322751
38067,hermage01,1948,133,63,22,7,15,60.0,15.0,0.0,64,46.0,0.0,2.0,4.0,0.0,7.0,OF,0.29
38068,hermage01,1949,87,48,12,3,8,42.0,12.0,0.0,47,21.0,0.0,5.0,6.0,0.0,6.0,OF,0.29910714285714285
38069,hermage01,1950,94,36,17,3,7,34.0,2.0,0.0,36,26.0,0.0,3.0,4.0,0.0,9.0,OF,0.2975778546712803
38070,hermage01,1951,106,36,16,1,4,25.0,3.0,2.0,45,42.0,0.0,4.0,1.0,0.0,8.0,OF,0.2733118971061093
38071,hermage01,1952,99,28,6,0,4,34.0,2.0,0.0,29,32.0,0.0,2.0,4.0,0.0,4.0,OF,0.2545454545454545
38182,hernajo01,1994,56,18,2,3,1,9.0,2.0,2.0,8,29.0,0.0,1.0,5.0,0.0,4.0,SS,0.24242424242424243
38183,hernajo01,1995,93,37,11,4,13,40.0,1.0,0.0,13,69.0,3.0,0.0,8.0,2.0,8.0,SS,0.24489795918367346
38184,hernajo01,1996,131,52,14,1,10,41.0,4.0,0.0,24,97.0,4.0,1.0,5.0,2.0,10.0,SS,0.24169184290030213
38185,hernajo01,1997,121,33,8,5,7,26.0,2.0,5.0,14,42.0,2.0,0.0,1.0,1.0,5.0,SS,0.273224043715847
38186,hernajo01,1998,149,76,23,7,23,75.0,4.0,6.0,40,140.0,3.0,1.0,2.0,2.0,12.0,SS,0.2540983606557377
38187,hernajo01,1999,147,79,20,2,19,62.0,11.0,3.0,52,145.0,6.0,5.0,2.0,1.0,10.0,SS,0.265748031496063
38188,hernajo01,2000,124,51,22,1,11,59.0,3.0,7.0,41,125.0,3.0,6.0,0.0,3.0,12.0,SS,0.24439461883408073
38196,hernake01,1975,64,20,8,2,3,20.0,0.0,1.0,17,26.0,2.0,0.0,0.0,2.0,5.0,1B,0.25
38197,hernake01,1976,129,54,21,5,7,46.0,4.0,2.0,49,53.0,5.0,3.0,2.0,0.0,8.0,1B,0.2887700534759358
38198,hernake01,1977,161,90,41,4,15,91.0,7.0,7.0,79,88.0,11.0,1.0,3.0,2.0,17.0,1B,0.2910714285714286
38199,hernake01,1978,159,90,32,4,11,64.0,13.0,5.0,82,68.0,11.0,2.0,1.0,6.0,12.0,1B,0.25461254612546125
38200,hernake01,1979,161,116,48,11,11,105.0,11.0,6.0,80,78.0,5.0,1.0,0.0,7.0,9.0,1B,0.3442622950819672
38201,hernake01,1980,159,111,39,8,16,99.0,14.0,8.0,86,73.0,4.0,4.0,1.0,4.0,14.0,1B,0.32100840336134456
38202,hernake01,1981,103,65,27,4,8,48.0,12.0,5.0,61,45.0,6.0,2.0,0.0,5.0,9.0,1B,0.3058510638297872
38271,hernara02,1999,40,13,7,0,3,21.0,1.0,0.0,18,11.0,0.0,1.0,1.0,2.0,5.0,C,0.27941176470588236
38272,hernara02,2000,143,52,19,0,14,62.0,1.0,0.0,38,64.0,1.0,7.0,10.0,5.0,14.0,C,0.24105011933174225
38273,hernara02,2001,136,55,25,0,15,60.0,1.0,1.0,37,68.0,3.0,6.0,9.0,4.0,10.0,C,0.25386313465783666
38274,hernara02,2002,136,51,20,0,7,42.0,0.0,0.0,43,64.0,1.0,5.0,3.0,3.0,11.0,C,0.23325062034739455
38275,hernara02,2003,140,70,24,1,21,78.0,0.0,0.0,33,79.0,2.0,12.0,2.0,6.0,14.0,C,0.2732919254658385
38276,hernara02,2004,111,45,23,0,18,63.0,1.0,0.0,35,45.0,0.0,5.0,4.0,4.0,16.0,C,0.2760416666666667
38277,hernara02,2005,99,36,19,2,12,58.0,1.0,0.0,18,40.0,0.0,1.0,1.0,3.0,14.0,C,0.2899728997289973
38343,herndla01,1976,115,42,11,3,2,23.0,12.0,10.0,23,45.0,0.0,2.0,3.0,0.0,4.0,OF,0.2878338278931751
38344,herndla01,1977,49,13,4,3,1,5.0,4.0,2.0,5,20.0,1.0,1.0,2.0,0.0,4.0,OF,0.23853211009174313
38345,herndla01,1978,151,52,15,9,1,32.0,13.0,8.0,35,71.0,2.0,1.0,13.0,1.0,12.0,OF,0.25902335456475584
38346,herndla01,1979,132,35,14,5,7,36.0,8.0,6.0,29,70.0,5.0,1.0,3.0,2.0,3.0,OF,0.2570621468926554
38347,herndla01,1980,139,54,17,11,8,49.0,8.0,8.0,19,91.0,1.0,1.0,4.0,4.0,10.0,OF,0.25760649087221094
38348,herndla01,1981,96,48,15,8,5,41.0,15.0,6.0,20,55.0,2.0,1.0,3.0,3.0,12.0,OF,0.28846153846153844
38349,herndla01,1982,157,92,21,13,23,88.0,12.0,9.0,38,92.0,3.0,1.0,2.0,4.0,20.0,OF,0.2915309446254072
