,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
84928,suzukic01,2001,157,127,34,8,8,69.0,56.0,14.0,30,53.0,10.0,8.0,4.0,4.0,3.0,OF,0.34971098265895956
84929,suzukic01,2002,157,111,27,8,8,51.0,31.0,15.0,68,62.0,27.0,5.0,3.0,5.0,8.0,OF,0.321483771251932
84930,suzukic01,2003,159,111,29,8,13,62.0,34.0,8.0,36,69.0,7.0,6.0,3.0,1.0,3.0,OF,0.3122238586156112
84931,suzukic01,2004,161,101,24,5,8,60.0,36.0,11.0,49,63.0,19.0,4.0,2.0,3.0,6.0,OF,0.3721590909090909
84932,suzukic01,2005,162,111,21,12,15,68.0,33.0,8.0,48,66.0,23.0,4.0,2.0,6.0,5.0,OF,0.30338733431516934
84933,suzukic01,2006,161,110,20,9,9,49.0,45.0,2.0,49,71.0,16.0,5.0,1.0,2.0,2.0,OF,0.32230215827338127
84934,suzukic01,2007,161,111,22,7,6,68.0,37.0,8.0,49,77.0,13.0,3.0,4.0,2.0,7.0,OF,0.35103244837758113
84945,suzukku01,2007,68,27,13,0,7,39.0,0.0,0.0,24,39.0,0.0,3.0,3.0,5.0,4.0,C,0.24882629107981222
84946,suzukku01,2008,148,54,25,1,7,42.0,2.0,3.0,44,69.0,2.0,11.0,2.0,1.0,20.0,C,0.2792452830188679
84947,suzukku01,2009,147,74,37,1,15,88.0,8.0,2.0,28,59.0,0.0,8.0,1.0,7.0,14.0,C,0.2736842105263158
84948,suzukku01,2010,131,55,18,2,13,71.0,3.0,2.0,33,49.0,3.0,12.0,0.0,4.0,22.0,C,0.24242424242424243
84949,suzukku01,2011,134,54,26,0,14,44.0,2.0,2.0,38,64.0,1.0,7.0,3.0,7.0,14.0,C,0.23695652173913043
84950,suzukku01,2012,118,36,20,0,6,43.0,2.0,0.0,20,73.0,3.0,5.0,4.0,5.0,5.0,C,0.23529411764705882
84951,suzukku01,2013,94,25,13,1,5,32.0,2.0,0.0,22,35.0,6.0,3.0,2.0,4.0,2.0,C,0.23157894736842105
84962,sveumda01,1986,91,35,13,2,7,35.0,4.0,3.0,32,63.0,0.0,1.0,5.0,1.0,7.0,3B,0.24605678233438485
84963,sveumda01,1987,153,86,27,3,25,95.0,2.0,6.0,40,133.0,4.0,1.0,5.0,5.0,11.0,3B,0.2523364485981308
84964,sveumda01,1988,129,41,14,4,9,51.0,1.0,0.0,21,122.0,0.0,1.0,3.0,3.0,6.0,3B,0.24197002141327623
84965,sveumda01,1990,48,15,7,0,1,12.0,0.0,1.0,12,30.0,0.0,2.0,0.0,2.0,2.0,3B,0.19658119658119658
84966,sveumda01,1991,90,33,19,1,4,43.0,2.0,4.0,32,78.0,0.0,1.0,5.0,4.0,8.0,3B,0.24060150375939848
84967,sveumda01,1992,94,28,13,0,4,28.0,1.0,1.0,28,68.0,4.0,0.0,2.0,5.0,6.0,3B,0.19678714859437751
84971,sveumda01,1997,126,30,20,1,12,47.0,0.0,3.0,27,81.0,2.0,0.0,4.0,2.0,8.0,3B,0.26143790849673204
85031,swarted01,1882,77,87,18,11,4,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,OF,0.331306990881459
85032,swarted01,1883,94,86,24,8,3,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,OF,0.3567961165048544
85033,swarted01,1884,102,74,19,6,0,0.0,0.0,0.0,33,0.0,0.0,15.0,0.0,0.0,0.0,OF,0.2882205513784461
85034,swarted01,1885,99,80,8,9,0,49.0,0.0,0.0,36,0.0,0.0,5.0,0.0,0.0,0.0,OF,0.2656641604010025
85035,swarted01,1886,122,95,13,10,3,58.0,37.0,0.0,70,0.0,0.0,3.0,0.0,0.0,0.0,OF,0.2802547770700637
85036,swarted01,1887,91,72,14,8,1,54.0,29.0,0.0,46,41.0,0.0,3.0,0.0,0.0,0.0,OF,0.2534435261707989
85037,swarted01,1890,126,106,23,11,3,64.0,53.0,0.0,80,0.0,0.0,17.0,0.0,0.0,0.0,OF,0.3268398268398268
85058,sweenbi02,1907,61,25,2,0,0,19.0,9.0,0.0,16,0.0,0.0,0.0,1.0,0.0,0.0,2B,0.2537313432835821
85059,sweenbi02,1908,127,44,15,3,0,40.0,17.0,0.0,45,0.0,0.0,0.0,18.0,0.0,0.0,2B,0.24401913875598086
85060,sweenbi02,1909,138,44,19,3,1,36.0,25.0,0.0,37,0.0,0.0,0.0,9.0,0.0,0.0,2B,0.2434077079107505
85061,sweenbi02,1910,150,43,22,4,5,46.0,25.0,0.0,61,28.0,0.0,2.0,17.0,0.0,0.0,2B,0.2665330661322645
85062,sweenbi02,1911,137,92,33,6,3,63.0,33.0,0.0,77,26.0,0.0,2.0,11.0,0.0,0.0,2B,0.3135755258126195
85063,sweenbi02,1912,153,84,31,13,1,100.0,27.0,0.0,68,34.0,0.0,5.0,33.0,0.0,0.0,2B,0.3440134907251265
85064,sweenbi02,1913,139,65,17,6,0,47.0,18.0,0.0,66,50.0,0.0,3.0,13.0,0.0,0.0,2B,0.25697211155378485
85083,sweened01,1909,67,19,3,0,0,21.0,3.0,0.0,16,0.0,0.0,0.0,8.0,0.0,0.0,C,0.26704545454545453
85084,sweened01,1910,78,25,4,4,0,13.0,12.0,0.0,17,0.0,0.0,4.0,10.0,0.0,0.0,C,0.2
85085,sweened01,1911,83,17,6,5,0,18.0,8.0,0.0,14,0.0,0.0,8.0,14.0,0.0,0.0,C,0.2314410480349345
85086,sweened01,1912,110,37,12,1,0,30.0,6.0,0.0,27,0.0,0.0,3.0,7.0,0.0,0.0,C,0.2678062678062678
85087,sweened01,1913,117,35,10,2,2,40.0,11.0,0.0,37,41.0,0.0,8.0,9.0,0.0,0.0,C,0.26495726495726496
85088,sweened01,1914,87,25,8,1,1,22.0,19.0,6.0,35,30.0,0.0,4.0,9.0,0.0,0.0,C,0.2131782945736434
85089,sweened01,1915,53,12,2,0,0,5.0,3.0,3.0,25,12.0,0.0,1.0,10.0,0.0,0.0,C,0.1897810218978102
85094,sweenma01,1996,98,32,9,0,3,22.0,3.0,0.0,33,29.0,2.0,1.0,5.0,0.0,4.0,1B,0.2647058823529412
85095,sweenma01,1997,115,16,7,0,2,23.0,2.0,3.0,20,32.0,1.0,1.0,1.0,2.0,3.0,1B,0.2804878048780488
85096,sweenma01,1998,122,17,8,3,2,15.0,1.0,2.0,26,37.0,0.0,1.0,0.0,3.0,5.0,1B,0.234375
85102,sweenma01,2004,122,25,12,2,9,40.0,1.0,0.0,32,51.0,2.0,2.0,0.0,4.0,2.0,1B,0.2655367231638418
85103,sweenma01,2005,135,31,12,1,8,40.0,4.0,0.0,40,58.0,3.0,0.0,1.0,5.0,6.0,1B,0.29411764705882354
85104,sweenma01,2006,114,32,15,2,5,37.0,0.0,1.0,28,50.0,3.0,3.0,0.0,1.0,6.0,1B,0.25096525096525096
85105,sweenma01,2007,106,20,9,0,2,13.0,2.0,0.0,14,29.0,0.0,3.0,1.0,0.0,0.0,1B,0.2601626016260163
85108,sweenmi01,1996,50,23,10,0,4,24.0,1.0,2.0,18,21.0,0.0,4.0,0.0,3.0,7.0,1B,0.2787878787878788
85109,sweenmi01,1997,84,30,8,0,7,31.0,3.0,2.0,17,33.0,0.0,6.0,1.0,2.0,8.0,1B,0.24166666666666667
85110,sweenmi01,1998,92,32,18,0,8,35.0,2.0,3.0,24,38.0,1.0,2.0,2.0,1.0,7.0,1B,0.25886524822695034
85111,sweenmi01,1999,150,101,44,2,22,102.0,6.0,1.0,54,48.0,0.0,10.0,0.0,4.0,21.0,1B,0.3217391304347826
85112,sweenmi01,2000,159,105,30,0,29,144.0,8.0,3.0,71,67.0,5.0,15.0,0.0,13.0,15.0,1B,0.3333333333333333
85113,sweenmi01,2001,147,97,46,0,29,99.0,10.0,3.0,64,64.0,13.0,2.0,1.0,6.0,13.0,1B,0.3041144901610018
85114,sweenmi01,2002,126,81,31,1,24,86.0,9.0,7.0,61,46.0,10.0,6.0,0.0,7.0,9.0,1B,0.33970276008492567
85131,sweenry01,2008,115,53,18,2,5,45.0,9.0,1.0,38,67.0,3.0,3.0,2.0,6.0,9.0,OF,0.2864583333333333
85132,sweenry01,2009,134,68,31,3,6,53.0,6.0,5.0,40,67.0,1.0,3.0,2.0,5.0,14.0,OF,0.29338842975206614
85133,sweenry01,2010,82,41,20,2,1,36.0,1.0,1.0,24,41.0,2.0,0.0,1.0,3.0,14.0,OF,0.29372937293729373
85134,sweenry01,2011,108,34,11,3,1,25.0,1.0,1.0,33,48.0,3.0,0.0,1.0,1.0,7.0,OF,0.26515151515151514
85135,sweenry01,2012,63,22,19,2,0,16.0,0.0,0.0,12,43.0,0.0,1.0,1.0,1.0,1.0,OF,0.25980392156862747
85136,sweenry01,2013,70,19,13,2,6,19.0,1.0,0.0,17,31.0,0.0,0.0,2.0,1.0,3.0,OF,0.265625
85137,sweenry01,2014,77,22,9,0,3,20.0,0.0,0.0,15,33.0,2.0,1.0,2.0,1.0,4.0,OF,0.25120772946859904
85179,swiftbo01,1940,130,37,20,1,0,39.0,1.0,0.0,28,39.0,0.0,1.0,6.0,0.0,8.0,C,0.24371859296482412
85180,swiftbo01,1941,63,13,7,0,0,21.0,2.0,0.0,22,11.0,0.0,0.0,3.0,0.0,5.0,C,0.25882352941176473
85181,swiftbo01,1942,89,12,7,0,1,23.0,1.0,4.0,16,22.0,0.0,0.0,3.0,0.0,5.0,C,0.22014925373134328
85182,swiftbo01,1943,77,16,5,1,1,11.0,0.0,0.0,35,16.0,0.0,0.0,3.0,0.0,10.0,C,0.19196428571428573
85183,swiftbo01,1944,80,15,11,1,1,19.0,2.0,0.0,27,27.0,0.0,1.0,8.0,0.0,9.0,C,0.2550607287449393
85184,swiftbo01,1945,95,19,5,0,0,24.0,1.0,0.0,26,22.0,0.0,0.0,5.0,0.0,7.0,C,0.23297491039426524
85185,swiftbo01,1946,42,13,2,0,2,10.0,0.0,0.0,14,7.0,0.0,0.0,3.0,0.0,4.0,C,0.2336448598130841
85223,swishni01,2005,131,66,32,1,21,74.0,0.0,1.0,55,110.0,3.0,4.0,0.0,1.0,9.0,OF,0.23593073593073594
85224,swishni01,2006,157,106,24,2,35,95.0,1.0,2.0,97,152.0,7.0,11.0,2.0,6.0,13.0,OF,0.25359712230215825
85225,swishni01,2007,150,84,36,1,22,78.0,3.0,2.0,100,131.0,12.0,10.0,1.0,9.0,13.0,OF,0.26159554730983303
85226,swishni01,2008,153,86,21,1,24,69.0,3.0,3.0,82,135.0,6.0,4.0,1.0,4.0,14.0,OF,0.2193158953722334
85227,swishni01,2009,150,84,35,1,29,82.0,0.0,0.0,97,126.0,2.0,3.0,3.0,6.0,13.0,OF,0.24899598393574296
85228,swishni01,2010,150,91,33,3,29,89.0,1.0,2.0,58,139.0,0.0,6.0,3.0,2.0,13.0,OF,0.2879858657243816
85229,swishni01,2011,150,81,30,0,23,85.0,2.0,2.0,95,125.0,6.0,5.0,1.0,8.0,18.0,OF,0.26045627376425856
85248,swoboro01,1965,135,52,15,3,19,50.0,2.0,3.0,33,102.0,3.0,3.0,1.0,2.0,10.0,OF,0.22807017543859648
85249,swoboro01,1966,112,34,9,4,8,50.0,4.0,2.0,31,76.0,4.0,5.0,2.0,1.0,9.0,OF,0.2222222222222222
85250,swoboro01,1967,134,47,17,3,13,53.0,3.0,1.0,41,96.0,4.0,1.0,0.0,3.0,7.0,OF,0.2806236080178174
85251,swoboro01,1968,132,46,14,6,11,59.0,8.0,1.0,52,113.0,1.0,4.0,1.0,1.0,14.0,OF,0.24222222222222223
85252,swoboro01,1969,109,38,10,2,9,52.0,1.0,1.0,43,90.0,4.0,2.0,1.0,2.0,10.0,OF,0.23547400611620795
85253,swoboro01,1970,115,29,8,2,9,40.0,2.0,4.0,40,72.0,0.0,1.0,1.0,2.0,7.0,OF,0.23265306122448978
85254,swoboro01,1971,93,24,6,4,2,26.0,0.0,1.0,38,51.0,1.0,5.0,2.0,1.0,7.0,OF,0.25821596244131456
85296,tablepa01,1981,35,11,3,1,1,5.0,0.0,1.0,13,26.0,0.0,0.0,3.0,0.0,4.0,1B,0.18811881188118812
85298,tablepa01,1983,124,56,23,5,6,65.0,2.0,4.0,56,63.0,1.0,1.0,0.0,5.0,18.0,1B,0.29069767441860467
85299,tablepa01,1984,144,66,21,3,10,68.0,3.0,1.0,47,62.0,2.0,3.0,0.0,5.0,16.0,1B,0.28964059196617337
85300,tablepa01,1985,117,47,18,3,5,59.0,0.0,6.0,27,55.0,2.0,2.0,2.0,3.0,15.0,1B,0.2747524752475248
85301,tablepa01,1986,130,61,29,2,6,48.0,3.0,1.0,29,75.0,3.0,3.0,2.0,1.0,11.0,1B,0.32558139534883723
85302,tablepa01,1987,151,66,34,3,11,86.0,5.0,2.0,51,84.0,6.0,6.0,3.0,5.0,6.0,1B,0.3074141048824593
85303,tablepa01,1988,130,53,22,3,2,66.0,3.0,3.0,46,68.0,1.0,3.0,0.0,5.0,9.0,1B,0.28153153153153154
85310,taborji01,1939,149,76,33,8,14,95.0,16.0,10.0,40,54.0,0.0,1.0,8.0,0.0,15.0,3B,0.28942807625649913
85311,taborji01,1940,120,73,28,6,21,81.0,14.0,10.0,42,58.0,0.0,0.0,4.0,0.0,5.0,3B,0.28540305010893247
85312,taborji01,1941,126,65,29,3,16,101.0,17.0,9.0,36,48.0,0.0,0.0,5.0,0.0,17.0,3B,0.2791164658634538
85313,taborji01,1942,139,56,18,2,12,75.0,6.0,13.0,37,47.0,0.0,0.0,9.0,0.0,11.0,3B,0.25196850393700787
85314,taborji01,1943,137,57,26,3,13,85.0,7.0,7.0,43,54.0,0.0,1.0,5.0,0.0,12.0,3B,0.24208566108007448
85315,taborji01,1944,116,58,25,3,13,72.0,4.0,4.0,31,38.0,0.0,1.0,12.0,0.0,13.0,3B,0.2853881278538813
85316,taborji01,1946,124,53,15,2,10,50.0,3.0,0.0,36,51.0,0.0,1.0,9.0,0.0,10.0,3B,0.2678185745140389
85447,tannele01,1903,138,48,14,3,2,50.0,10.0,0.0,25,0.0,0.0,1.0,18.0,0.0,0.0,3B,0.22465208747514911
85448,tannele01,1904,153,50,31,5,0,61.0,14.0,0.0,20,0.0,0.0,3.0,16.0,0.0,0.0,3B,0.22851919561243145
85449,tannele01,1905,142,38,17,2,0,39.0,8.0,0.0,45,0.0,0.0,4.0,20.0,0.0,0.0,3B,0.2
85450,tannele01,1906,116,26,8,3,0,33.0,7.0,0.0,31,0.0,0.0,5.0,14.0,0.0,0.0,3B,0.18253968253968253
85451,tannele01,1907,33,9,2,0,0,11.0,3.0,0.0,8,0.0,0.0,0.0,3.0,0.0,0.0,3B,0.24074074074074073
85452,tannele01,1908,141,44,15,3,0,35.0,6.0,0.0,25,0.0,0.0,2.0,21.0,0.0,0.0,3B,0.2157676348547718
85453,tannele01,1909,155,39,21,5,0,47.0,12.0,0.0,31,0.0,0.0,3.0,29.0,0.0,0.0,3B,0.2222222222222222
85494,tartada01,1986,137,76,25,6,25,96.0,4.0,8.0,61,157.0,2.0,1.0,2.0,3.0,10.0,OF,0.2700587084148728
85495,tartada01,1987,158,95,27,3,34,101.0,9.0,4.0,79,136.0,2.0,1.0,0.0,5.0,14.0,OF,0.30927835051546393
85496,tartada01,1988,146,80,38,3,26,102.0,8.0,5.0,76,119.0,4.0,4.0,0.0,6.0,10.0,OF,0.27416173570019725
85497,tartada01,1989,133,54,22,0,18,62.0,4.0,2.0,69,123.0,2.0,3.0,0.0,2.0,12.0,OF,0.2675736961451247
85498,tartada01,1990,88,41,19,0,15,60.0,1.0,1.0,36,93.0,0.0,0.0,0.0,3.0,9.0,OF,0.268370607028754
85499,tartada01,1991,132,78,35,3,31,100.0,6.0,3.0,65,121.0,6.0,3.0,0.0,5.0,9.0,OF,0.31611570247933884
85500,tartada01,1992,123,72,19,0,25,85.0,2.0,2.0,103,115.0,14.0,0.0,0.0,2.0,7.0,OF,0.2660332541567696
85506,tartajo01,1962,107,49,6,5,0,22.0,19.0,5.0,20,19.0,0.0,1.0,8.0,2.0,1.0,OF,0.27741935483870966
85507,tartajo01,1963,79,27,8,5,1,19.0,16.0,1.0,17,17.0,0.0,0.0,3.0,0.0,2.0,OF,0.2396694214876033
85509,tartajo01,1965,68,28,11,4,1,19.0,11.0,5.0,18,20.0,0.0,0.0,4.0,2.0,4.0,OF,0.3119266055045872
85510,tartajo01,1966,105,41,9,7,0,15.0,19.0,4.0,17,24.0,0.0,0.0,7.0,1.0,4.0,OF,0.2608695652173913
85511,tartajo01,1967,115,36,1,2,0,10.0,6.0,6.0,23,26.0,0.0,0.0,4.0,2.0,4.0,OF,0.22267206477732793
85512,tartajo01,1968,72,24,6,0,0,6.0,2.0,3.0,6,5.0,0.0,0.0,1.0,2.0,0.0,OF,0.2805755395683453
85513,tartajo01,1969,75,28,11,1,0,11.0,3.0,4.0,9,11.0,0.0,0.0,6.0,1.0,1.0,OF,0.2669172932330827
85534,tatebe01,1926,59,17,5,2,1,13.0,0.0,0.0,15,1.0,0.0,0.0,2.0,0.0,0.0,C,0.2676056338028169
85535,tatebe01,1927,61,12,5,1,1,24.0,0.0,3.0,8,4.0,0.0,1.0,5.0,0.0,0.0,C,0.31297709923664124
85536,tatebe01,1928,57,10,6,0,0,15.0,0.0,4.0,10,4.0,0.0,0.0,3.0,0.0,0.0,C,0.2459016393442623
85537,tatebe01,1929,81,26,12,3,0,30.0,2.0,5.0,16,8.0,0.0,0.0,8.0,0.0,0.0,C,0.2943396226415094
85538,tatebe01,1930,86,27,11,2,0,29.0,2.0,1.0,18,11.0,0.0,0.0,5.0,0.0,0.0,C,0.312
85539,tatebe01,1931,89,27,12,3,0,22.0,1.0,1.0,26,10.0,0.0,0.0,6.0,0.0,0.0,C,0.2673992673992674
85540,tatebe01,1932,85,22,12,5,2,26.0,0.0,1.0,21,6.0,0.0,0.0,3.0,0.0,0.0,C,0.24028268551236748
85555,tatisfe01,1997,60,29,9,0,8,29.0,3.0,0.0,14,42.0,0.0,0.0,2.0,2.0,6.0,3B,0.2556053811659193
85556,tatisfe01,1998,150,69,33,4,11,58.0,13.0,5.0,36,123.0,3.0,6.0,4.0,1.0,16.0,3B,0.27631578947368424
85557,tatisfe01,1999,149,104,31,2,34,107.0,21.0,9.0,82,128.0,4.0,16.0,0.0,4.0,11.0,3B,0.297951582867784
85558,tatisfe01,2000,96,59,21,1,18,64.0,2.0,3.0,57,94.0,1.0,10.0,1.0,2.0,13.0,3B,0.25308641975308643
85559,tatisfe01,2001,41,20,9,0,2,11.0,0.0,0.0,16,43.0,0.0,4.0,0.0,3.0,5.0,3B,0.25517241379310346
85560,tatisfe01,2002,114,43,18,1,15,55.0,2.0,2.0,35,90.0,1.0,8.0,1.0,5.0,15.0,3B,0.2283464566929134
85561,tatisfe01,2003,53,15,6,0,2,15.0,2.0,1.0,18,40.0,0.0,3.0,0.0,0.0,7.0,3B,0.19428571428571428
85588,taubeed01,1992,104,23,15,0,5,28.0,2.0,1.0,31,78.0,3.0,2.0,0.0,1.0,4.0,C,0.2222222222222222
85589,taubeed01,1993,94,26,11,1,9,42.0,1.0,0.0,21,44.0,5.0,0.0,1.0,2.0,8.0,C,0.25
85590,taubeed01,1994,66,29,8,2,8,21.0,2.0,0.0,15,31.0,2.0,0.0,1.0,2.0,3.0,C,0.28342245989304815
85591,taubeed01,1995,80,32,14,2,9,44.0,2.0,2.0,22,52.0,2.0,2.0,1.0,1.0,2.0,C,0.28440366972477066
85592,taubeed01,1996,108,46,20,0,12,48.0,3.0,4.0,26,64.0,5.0,0.0,1.0,5.0,4.0,C,0.290519877675841
85593,taubeed01,1997,108,26,18,0,10,34.0,0.0,1.0,22,66.0,2.0,1.0,1.0,5.0,2.0,C,0.2677165354330709
85594,taubeed01,1998,130,61,27,0,11,72.0,1.0,0.0,52,93.0,6.0,0.0,2.0,6.0,4.0,C,0.27842227378190254
85642,taverfr01,1974,126,33,4,2,0,26.0,13.0,4.0,25,41.0,2.0,2.0,4.0,3.0,7.0,SS,0.24624624624624625
85643,taverfr01,1975,134,44,9,4,0,23.0,17.0,6.0,37,42.0,0.0,2.0,8.0,2.0,2.0,SS,0.21164021164021163
85644,taverfr01,1976,144,76,8,6,0,24.0,58.0,11.0,44,79.0,1.0,4.0,6.0,0.0,11.0,SS,0.2581888246628131
85645,taverfr01,1977,147,72,20,10,1,29.0,70.0,18.0,38,71.0,2.0,6.0,9.0,3.0,7.0,SS,0.25183823529411764
85646,taverfr01,1978,157,81,31,9,0,38.0,46.0,25.0,29,60.0,3.0,5.0,12.0,2.0,4.0,SS,0.2782874617737003
85647,taverfr01,1979,164,93,29,9,1,34.0,44.0,20.0,33,74.0,1.0,2.0,10.0,0.0,13.0,SS,0.26176470588235295
85648,taverfr01,1980,141,65,27,0,0,25.0,32.0,18.0,23,64.0,0.0,1.0,10.0,2.0,15.0,SS,0.2793594306049822
85714,tayloda01,1930,74,43,14,3,2,37.0,6.0,0.0,27,34.0,0.0,1.0,7.0,0.0,0.0,OF,0.2831050228310502
85715,tayloda01,1931,88,48,13,6,5,41.0,4.0,0.0,31,46.0,0.0,0.0,2.0,0.0,0.0,OF,0.3
85716,tayloda01,1932,111,87,24,7,11,51.0,14.0,0.0,36,42.0,0.0,1.0,6.0,0.0,0.0,OF,0.31894484412470026
85717,tayloda01,1933,103,75,21,9,9,40.0,11.0,0.0,47,45.0,0.0,0.0,5.0,0.0,8.0,OF,0.2849162011173184
85718,tayloda01,1934,120,62,24,6,7,57.0,12.0,0.0,63,47.0,0.0,2.0,6.0,0.0,11.0,OF,0.29876543209876544
85719,tayloda01,1935,112,51,19,5,7,59.0,6.0,0.0,46,32.0,0.0,0.0,6.0,0.0,7.0,OF,0.2897727272727273
85720,tayloda01,1936,43,12,6,0,2,15.0,2.0,0.0,11,14.0,0.0,1.0,0.0,0.0,4.0,OF,0.29310344827586204
85829,tayloto02,1958,140,63,15,3,6,27.0,21.0,6.0,40,93.0,0.0,7.0,7.0,4.0,9.0,2B,0.23541247484909456
85830,tayloto02,1959,150,96,30,8,8,38.0,23.0,9.0,45,86.0,0.0,6.0,6.0,7.0,8.0,2B,0.28044871794871795
85831,tayloto02,1960,146,80,25,7,5,44.0,26.0,11.0,41,98.0,2.0,3.0,9.0,6.0,11.0,2B,0.28399311531841653
85832,tayloto02,1961,106,47,17,3,2,26.0,11.0,5.0,29,59.0,4.0,2.0,6.0,0.0,10.0,2B,0.25
85833,tayloto02,1962,152,87,21,5,7,43.0,20.0,9.0,68,82.0,4.0,5.0,3.0,1.0,9.0,2B,0.2592
85834,tayloto02,1963,157,102,20,10,5,49.0,23.0,9.0,42,99.0,1.0,7.0,7.0,4.0,11.0,2B,0.28125
85835,tayloto02,1964,154,62,13,6,4,46.0,13.0,7.0,46,74.0,8.0,13.0,5.0,2.0,9.0,2B,0.25087719298245614
85855,tayloza02,1921,30,6,0,2,0,8.0,2.0,0.0,1,8.0,0.0,1.0,4.0,0.0,0.0,C,0.19607843137254902
85857,tayloza02,1923,96,29,11,6,0,46.0,2.0,5.0,9,13.0,0.0,3.0,4.0,0.0,0.0,C,0.2878338278931751
85858,tayloza02,1924,99,36,9,4,1,39.0,0.0,1.0,14,14.0,0.0,1.0,8.0,0.0,0.0,C,0.2898550724637681
85859,tayloza02,1925,109,33,16,4,3,44.0,0.0,0.0,17,19.0,0.0,1.0,4.0,0.0,0.0,C,0.3096590909090909
85860,tayloza02,1926,125,36,22,3,0,42.0,1.0,0.0,28,27.0,0.0,2.0,8.0,0.0,0.0,C,0.25462962962962965
85861,tayloza02,1927,113,26,9,4,1,35.0,2.0,0.0,25,25.0,0.0,1.0,8.0,0.0,0.0,C,0.2344632768361582
85862,tayloza02,1928,125,36,15,1,2,30.0,2.0,0.0,33,29.0,0.0,3.0,7.0,0.0,0.0,C,0.2506265664160401
85893,teahema01,2005,130,60,29,4,7,55.0,7.0,2.0,40,107.0,2.0,1.0,2.0,1.0,13.0,3B,0.24608501118568232
85894,teahema01,2006,109,70,21,7,18,69.0,10.0,0.0,40,85.0,2.0,2.0,2.0,2.0,5.0,3B,0.2900763358778626
85895,teahema01,2007,144,78,31,8,7,60.0,13.0,5.0,55,127.0,8.0,3.0,4.0,2.0,23.0,3B,0.2849264705882353
85896,teahema01,2008,149,66,31,4,15,59.0,4.0,3.0,46,131.0,4.0,3.0,0.0,2.0,6.0,3B,0.25524475524475526
85897,teahema01,2009,144,69,34,1,12,50.0,8.0,1.0,37,123.0,4.0,6.0,2.0,2.0,11.0,3B,0.27099236641221375
85898,teahema01,2010,77,31,13,2,4,25.0,3.0,5.0,25,61.0,0.0,0.0,2.0,2.0,8.0,3B,0.2575107296137339
85899,teahema01,2011,78,14,4,0,4,14.0,0.0,1.0,16,45.0,1.0,0.0,1.0,0.0,3.0,3B,0.2
85901,tebbebi01,1937,50,15,4,3,2,16.0,0.0,0.0,10,13.0,0.0,0.0,3.0,0.0,0.0,C,0.19135802469135801
85902,tebbebi01,1938,53,16,6,2,1,25.0,1.0,2.0,12,13.0,0.0,0.0,3.0,0.0,0.0,C,0.2937062937062937
85903,tebbebi01,1939,106,37,22,2,4,53.0,2.0,1.0,25,20.0,0.0,2.0,8.0,0.0,8.0,C,0.26099706744868034
85904,tebbebi01,1940,111,46,24,4,4,46.0,4.0,5.0,35,14.0,0.0,1.0,2.0,0.0,9.0,C,0.2955145118733509
85905,tebbebi01,1941,110,28,19,4,2,47.0,1.0,2.0,38,29.0,0.0,1.0,2.0,0.0,7.0,C,0.2841225626740947
85906,tebbebi01,1942,99,24,11,0,1,27.0,4.0,0.0,39,17.0,0.0,2.0,3.0,0.0,9.0,C,0.24675324675324675
85907,tebbebi01,1946,87,20,11,2,1,34.0,1.0,3.0,28,23.0,0.0,0.0,4.0,0.0,10.0,C,0.24285714285714285
85921,tebeapa01,1889,136,72,20,6,8,76.0,26.0,0.0,37,41.0,0.0,2.0,0.0,0.0,0.0,3B,0.2821497120921305
85922,tebeapa01,1890,110,86,26,6,5,74.0,14.0,0.0,34,20.0,0.0,3.0,0.0,0.0,0.0,3B,0.29777777777777775
85923,tebeapa01,1891,61,38,8,3,1,41.0,12.0,0.0,16,13.0,0.0,3.0,0.0,0.0,0.0,3B,0.26104417670682734
85924,tebeapa01,1892,86,47,13,3,2,49.0,6.0,0.0,23,34.0,0.0,8.0,0.0,0.0,0.0,3B,0.24411764705882352
85925,tebeapa01,1893,116,90,32,8,2,102.0,19.0,0.0,32,11.0,0.0,4.0,0.0,0.0,0.0,3B,0.3292181069958848
85926,tebeapa01,1894,125,82,23,7,3,89.0,30.0,0.0,35,35.0,0.0,1.0,9.0,0.0,0.0,3B,0.30210325047801145
85927,tebeapa01,1895,63,50,13,2,2,52.0,8.0,0.0,16,18.0,0.0,2.0,0.0,0.0,0.0,3B,0.3181818181818182
85943,teixema01,2003,146,66,29,5,26,84.0,1.0,2.0,44,120.0,5.0,14.0,0.0,2.0,14.0,1B,0.2589792060491493
85944,teixema01,2004,145,101,34,2,38,112.0,4.0,1.0,68,117.0,12.0,10.0,0.0,2.0,6.0,1B,0.28073394495412846
85945,teixema01,2005,162,112,41,3,43,144.0,4.0,0.0,72,124.0,5.0,11.0,0.0,3.0,18.0,1B,0.30124223602484473
85946,teixema01,2006,162,99,45,1,33,110.0,2.0,0.0,89,128.0,12.0,4.0,0.0,6.0,17.0,1B,0.2818471337579618
85947,teixema01,2007,132,86,33,2,30,105.0,0.0,0.0,72,112.0,13.0,7.0,0.0,2.0,7.0,1B,0.305668016194332
85948,teixema01,2008,157,102,41,0,33,121.0,2.0,0.0,97,93.0,13.0,7.0,0.0,7.0,17.0,1B,0.3083623693379791
